# English method dictionary: word<TAB>Traditional Chinese candidate
# Generated from MCK-compatible English keys; project choices may override ambiguous mappings.
aardvark	土豬
inventions	發明創造
inventor	發明人
inversion	反轉
invert	倒置
invertebrate	無脊椎
inverted	倒
invest	出資
investigate	考究
investigation	調查
investigator	研究者
investigatory	偵察性
investment	投資
investor	投資人
inviolability	不可侵犯
inviolable	不可侵犯
invisible	隱形
invitation	請帖
invite	約請
invocation	開會祈禱
invoice	出廠價
invoices	單據
invoke	祝
involuntarily	不由自主
involuntary	不隨意
involve	連累
involved	紊
invulnerable	無懈可擊
inwardly	暗自
iodide	硾
iodine	碘酒
ion	我們
ionium	鑀
ionosphere	電離層
iou	我信你
ip	我呸
ipecac	吐根
ira	磨蹭
iran	伊朗
iraq	伊拉克
irascible	氣粗
ireland	愛爾蘭
iris	虹膜
irksome	惱人
irkutsk	伊爾庫茨克
iron	鐵質
ironclad	鐵甲艦
ironware	鐵器
irony	反語法
irradiate	照射
irradiation	輻照
irrational	不合理
irrefutable	顛撲不破
irregular	不規則
irregularly	不定期
irrelevant	不著邊際
irremediable	不可收拾
irresistible	不可抵抗
irresolute	彷
irrespective	不分
irresponsible	不負責任
irreverent	不敬
irreversible	不可逆
irrigate	灌溉
irritable	應激性
irritate	刺激
irritated	惱火
is	朗屏
isaiah	依撒意亞
isdn	整體數位服務網路
isinglass	鰾膠
islam	我心諗
islamic	清真
island	海島
islands	島嶼
isle	小島
islet	嶼
ism	成尺厚
iso	我忍你
isogamete	同型配子
isogamy	同配生殖
isolate	使孤立
isolated	無援
isolation	絕緣
isometric	保長
isomorphism	同型性
isoperimetric	等周
isoprene	異戊二烯
isotope	同位素
isp	視聽
israel	以色列
israelegypt	以埃
israeli	以色列人
israelite	以色列人
israelsyria	以敘
issue	問題
istanbul	伊斯坦布爾
isuzu	五十鈴
it	我地
italian	意大利
italics	斜體
italy	意大利
itch	發癢
itching	搔痒
itchy	癢
itd	我都得
item	事項
iteration	重
itinerary	日程
itis	禮義廉恥
its	我都想
itself	自身
itu	我大你
ive	神級
ivory	象牙
ivy	常青藤
ization	化
jab	家晴
jack	小起重機
jacket	上衣
jade	玉
jadeite	翡翠
jag	定量
jagged	參差
jaguar	美洲虎
jail	大獄
jam	牙買加
jamaica	牙買加
jamie	傑米
jampacked	滿堂
jan	一月
january	一月
japan	日本
japanchina	日中
japanese	日本
japanology	日本學
japanus	日美
jar	面板
jargon	哤
jasmine	茉莉
jasmolin	茉莉菊酯
jasper	碧玉
jaundice	黃疸
javelin	標槍
jaw	正呀喂
jawdropping	笑掉大牙
jay	真既話
jaywalk	亂穿馬路
jazz	爵士
jealous	眼紅
jealousy	吃醋
jeanmichel	塞韋裡諾
jeans	牛仔褲
jeb	老消
jedi	絕地
jeep	吉普
jeer	南涌河
jefferson	傑弗遜
jejunum	空腸
jello	蔗露
jelly	果子凍
jellyfish	水母
jeopardize	危及
jerrybuilding	偷工減料
jersey	毛織運動衫
jess	節衣縮食
jest	玩笑
jesus	耶穌
jet	室溫
jetty	磯
jew	面油
jewel	美石
jewelry	首飾
jewels	珠寶
jewish	猶太
jezebel	淫婦
jiangmen	江門市
jiaozuo	焦作市
jigsaw	線鋸
jihad	聖戰
jim	塞席爾
jinan	濟南市
jingle	叮鈴
jingling	玎
jinx	烏鴉嘴
jittery	煩躁
kagen	德治
kahn	大景街
kaleidoscope	萬花筒
kampuchea	高棉
kangaroo	袋鼠
kaolin	陶土
karate	空手道
karma	因果
kashmir	克什米爾
kasuri	絣
katherine	凱瑟琳
kay	有時諗
kayagum	朝鮮箏
kayak	皮艇
kazakhs	哈薩克族
kazakhstan	哈薩克
kazan	喀山
keel	龍骨
keen	大浪灣
keep	保有
keeper	管理人
kelocyanor	依地酸二鈷
kelp	海帶
ken	大水坑
kennel	狗屋
kenya	肯尼亞
kerchief	頭巾
kernel	顆粒
kerosene	煤油
kestrel	茶隼
ketchup	番茄醬
ketone	酮
kettle	水壺
key	大河道
keyboard	鍵盤
keycap	鍵帽
keychain	鑰匙鏈
keyhole	鎖孔
keystone	標磚
keyword	關鍵字
kfc	高分子
khan	可汗
khitan	契丹
khmer	高棉
khotan	和田
khz	機械展
kibbutz	基布茲
kick	腳
kid	有資格
kidding	開玩笑
kidnap	劫道
kidnapper	綁匪
kidney	腰子
kik	有能力
kill	打死
killed	受害
killer	殺手
killing	兇殺
kiln	窯
kilobit	千位元
kilobyte	千字節
kilogram	公斤
kilohertz	千周
kiloliter	公秉
kilometer	公里
kiloton	千噸
kim	在﹍之下
kin	親屬
kind	種類
kindergarten	幼兒園
kindhearted	心眼好
kindle	燃燒
kindling	引火柴
kindly	可親
kindness	好心
kindred	親屬
kinematics	運動學
kinescope	顯像管
kinesthesia	動覺
kinetics	動力學
king	國王
kingdom	王國
kingfisher	翡
kingship	王位
kinky	淫
kinsman	男性親屬
kiosk	小賣部
kiribati	基裡巴斯共和國
kiss	打啵
kiswahili	斯瓦希裡語
kitchen	廚房
kite	風箏
kitten	小貓
kitty	貓咪
kiwi	奇異果
label	標籤
labia	陰唇
labor	工夫
laboratory	實驗室
laborer	勞動者
laborers	靸
laborious	辛勞
labyrinth	迷路
lace	花邊
lacewing	蜻蛉
lachrymator	催淚劑
lack	缺少
lackey	馬前卒
lacking	不足
lacquer	油漆
lacquerware	漆器
lacrimogen	催淚
lactation	授乳
lactose	乳糖
lad	小伙子
ladder	扶梯
ladle	勺子
lady	小姐
ladybird	瓢蟲
ladybug	瓢蟲
lafayette	拉斐特
lag	時滯
lagging	墊料
lagoon	瀉湖
laidoff	下崗
lair	巢穴
laisserfaire	無為
laissezfaire	自由放任
laity	僧俗
lake	湖泊
lakeside	湖邊
lamaism	喇嘛教
lamasery	喇嘛廟
lamb	小羊
lame	無說服力
lamella	薄層
lament	感遇
lamentable	可悲
lamina	薄板
laminal	舌面
laminated	層
lamination	層壓
laminator	護貝機
lamp	燈
lamppost	燈柱
lampshade	燈罩
lampstand	燈臺
lan	龍銀
lance	長矛
land	上岸
landbased	陸基
landform	地形
landing	著陸
landlady	女房東
landlord	地主
landmark	地標
landmine	地雷
landowner	地主
landscape	風景
landscaping	園藝
landslide	山泥傾瀉
landslip	山崩
lane	小路
langoustine	小龍蝦
language	語言
languid	無精打採
languish	凋謝
lanky	修長
lantern	燈籠
lanzhou	蘭州市
laos	老撾
lap	中晒
lapel	襟
lapse	失誤
laptop	筆記本電腦
lard	豬油
large	強大
largescale	大范圍
largest	最大
lark	百靈
larva	幼蟲
larvae	蠁
laryngitis	喉炎
laryngopharynx	喉咽
laryngoscope	喉鏡
larynx	喉頭
lasagna	千層面
lascivious	好色
laser	激光
lash	擊打
lass	女孩
last	最後
lasting	持久
latch	門閂
late	最近
lately	一向
latent	潛在
later	以後
lateral	旁邊
lateralization	一側化
latest	最新
latex	乳膠
lath	板條
lathe	車床
latin	拉丁
latitude	緯度
latte	拿鐵
lattice	網格
latvia	拉脫維亞
laugh	發笑
laughable	好笑
laughter	笑聲
launch	發動
launchpad	發射場
laundry	洗衣
laurel	月桂
lava	玄武岩
lavatory	洗手間
lavender	熏衣草
lavish	闊氣
lavishly	過度
law	中晒
lawbreaker	違章者
lawenforcers	司法人員
lawful	合法
lawless	不法
lawn	草地
lawsuit	訴訟
lawton	勞頓
lawyer	法人
lax	從
laxative	瀉藥
lay	中間道
layer	一層
layering	疊加
layman	外行
laymen	僧俗
layout	格局
lazily	懶洋洋
lazy	懶辦法
lazybones	懶漢
lcd	龍翔道
lead	主導
leader	頭兒
leadership	手下
leading	領導
leaf	葉子
leaflet	小冊子
leafy	多葉
leak	會漏
leakage	滲漏
lean	傾斜
leap	飛躍
leapforward	跨越式
learn	學會
learned	有學問
learning	學問
lease	租約
leasehold	租借
leaser	承租方
leash	約束
least	最少
leather	牛皮
leatherfish	魨
leave	動身
leaven	酵母
leavening	酵
lebanon	黎巴嫩
lecher	好色之徒
lecherous	好色
lecture	公演
lecturer	講師
lectures	講辭
led	中港台
ledge	壁架
ledger	冊歷
lee	中海油
leech	水蛭
leeds	利茲
leek	北港溪
leeward	下風
leeway	退路
left	留下
lefthanded	左撇子
leftist	左派
leftwards	向左
leg	中港台
legacy	遺產
legal	法定
legalist	法
legalization	合法化
legalize	合法化
legend	傳說
legendary	傳奇
leggings	套褲
legion	軍團
legislate	立法
legislation	法治建設
legislature	立法機關
legitimacy	合法性
legitimate	合法
legume	莢果
leisure	空閒
leisurely	不慌不忙
lemon	檸檬
lemonade	檸檬水
lend	出借
length	長度
lengthen	加長
lengthwise	縱
lengthy	長的
lenient	留情
leninism	列寧主義
lennon	藍儂
lens	鏡頭
lentigo	雀子
lentil	小扁荳
leo	書法家
leopard	美洲豹
leprechaun	仙童
leprosy	麻風
lepton	輕子
leptospirosis	鉤端螺旋體病
lesotho	萊索托
less	較小
lessen	減少
lesser	比較少
lesson	教訓
let	出租
lethargy	昏睡
letter	信件
letters	函件
lettuce	生菜
leucacene	蕗
leucite	白榴石
leucocyte	白細胞
leucoderm	癜
leucoplast	白色體
leukemia	白血病
levee	堤防
level	程度
leveling	均等化
lever	重臂
leverknife	鍘
levitate	升空
leviticus	利未記
levy	收繳
lew	順溜
lewd	淫蕩
lexicography	辭書學
lexus	凌志
lg	寮國
liable	有責任
liaison	聯絡
liar	說謊者
libel	毀謗
liberal	自由派
liberalism	自由主義
liberalization	自由化
liberalminded	豁
liberate	解放
liberation	解放
liberator	救星
liberia	利比里亞
liberty	自由
librarian	圖書館員
library	圖書館
libya	利比亞
licence	許可證
license	許可
licentious	荒淫
lichen	地衣
lick	舔
lictor	刀斧手
lid	蓋子
lie	兆康
liechtenstein	列支敦士登
lied	中式酒樓
lies	謊
lieutenant	陸軍中尉
life	一生
lifeless	無生命
lifelike	傳神
lifeline	生命線
lifelong	終身
lifestyle	生活方式
lifetime	百年
lift	舉起
liftoff	升空
ligament	韌帶
ligand	配體
light	光纖
lighten	減輕
lighter	打火機
lighthearted	輕盈
lighthouse	燈塔
lighting	照明
lightly	輕易
lightning	閃電
lights	燈火
lightsensitive	感光
lightstick	熒光棒
lightyear	光年
lignin	木質素
lignite	褐煤
like	不啻
likelihood	多半
likely	容易
likeminded	志同道合
likenamed	相同名字
lilac	紫丁香
liliaceae	百合科
lilith	月孛
lily	百合
limb	主枝
limbs	肢體
limburg	林堡
lime	清檸檬
limestone	石灰石
limit	制止
limitation	限度
limitations	局限性
limited	有限
limitless	無邊無際
limits	界線
limnology	湖沼學
limp	癱軟
limpid	澄清
lincomycin	林可霉素
line	線路
lineage	血統
linear	線性
linearity	線性
lined	夾
linen	亞麻布
linger	流連忘返
linguist	語言學家
linguistics	語言學
liniment	跌打藥
lining	充填物
link	相連
linkage	關連
linked	關連
linking	連綴
linkup	串聯
lintel	梁木
lion	獅子
lip	只能
lipoprotein	脂蛋白
lips	嘴角
lipstick	口紅
liquefy	液化
liquid	液體
liquidate	清算
liquidation	清盤
liquor	酒精飲料
lisp	口齒不清
list	目錄
listen	聽從
listener	傾聽者
listeners	聽眾
listless	無精打採
lit	非禮
litchi	荔
liter	公升
literacy	讀寫能力
literal	字面
literally	按照字面
literalminded	迂
literary	文學
literate	認字
literati	文人
literature	文學
lithe	輕盈
lithography	石印
lithology	岩石學
lithosphere	岩石圈
lithuania	立陶宛
litigation	打官司
litter	亂扔
litterbin	保潔箱
little	微小
liturgical	禮拜儀式
liuzhou	柳州市
live	生活
livelihood	生計
lively	生氣勃勃
liver	肝臟
livestock	家畜
living	現存
lizard	蜥蜴
llama	駱馬
llc	書牘
lmi	年尾
loach	鰍
load	裝入
loadbearing	承重
loaded	腰纏萬貫
loaf	一塊麵
loafer	浪子
loam	非但
loan	借款
loanword	外來詞
loath	厭惡
loathe	嫌惡
lobby	大堂
lobe	縱裂
lobster	龍蝦
local	小範圍
localization	本土化
localize	本土化
locally	就地
location	所在
lock	撞鎖
locker	衣物櫃
locomotive	機動
locus	軌跡
locust	蝗蟲
locusts	寰螽屬
lodge	小屋
lodging	住宿
lodginghouse	邸
loft	樓廂
loftily	傲然
lofty	高大
log	由他去
logarithm	對數
logic	事理
logical	合理
login	登入
logistics	後勤
logo	標誌
logs	原木
loin	腰肉
loincloth	束帶
loiter	浪蕩
lollipop	棒棒糖
lome	洛美
lomo	襝
london	倫敦
lone	孤單
loneliness	孤單
lonely	落寞
lonesome	想念
long	里昂
longcherished	夙
longdistance	遠距離
longest	最長
longevity	高壽
longhaired	毿
longheld	夙
longing	切望
longitude	經度
longitudinal	縱向
longlasting	經久
longrange	長遠
longshoreman	裝卸工
longterm	長期性
longwinded	羅嗦
look	看來
lookout	眺望
looks	樣子
loom	織布機
loop	數位化
loophole	漏洞
loopshaped	環狀
loose	風流
loosefitting	肥
loosen	放鬆
loot	乘火打劫
looting	劫掠
lopsided	一面倒
loquacious	貧嘴
lora	鬥智
lord	由佢哋
lordly	有氣派
lordship	貴族身份
lorikeet	澳洲小鸚鵡
lorry	載貨汽車
lose	失去
loser	失敗者
loss	由佢
lost	去向不明
lot	盧安達
lotion	藥水
lottery	博彩
lotus	蓮花
loud	大聲
loudhailer	傳聲筒
loudly	大聲
loudspeaker	喇叭
lounge	大廳
louse	虱
lovable	嬌
love	情愛
loved	見愛
lovely	可愛
lovemaking	性愛
lover	情人
lovers	情侶
loving	深情款款
low	低廉
lowclass	下流
lower	較低
lowercase	小寫
lowest	最低
lowgrade	低劣
lowinterest	低息
lowland	低地
lowly	低下
lowlying	低窪
lowprofile	低調
loyal	忠心
loyalty	歸屬感
lp	康城
lubricant	潤滑劑
lubricate	潤滑
lucid	明晰
lucifer	路西弗
luck	運氣
luckily	好在
lucky	好運
lucy	露西
lufthansa	德國漢莎航空公司
lug	大塊頭
luggage	行李
luke	路加
lukewarm	溫
lullaby	催眠曲
lumber	木料
luminosity	光度
luminous	明淨
lummox	大塊頭
lump	塊狀
lumpectomy	腫瘤切除術
lumpy	磊
lunatic	瘋子
lunch	中飯
luncheon	午餐
lung	龍
lunkhead	大塊頭
lure	誘惑
lush	茂密
lust	情欲
luster	光彩
lustrous	燦
lute	封泥
luting	泥封
luxembourg	盧森堡
luxuriant	繁茂
luxurious	豪華
luxury	奢華
ly	六月
lycopene	番茄紅素
lying	荔景
lyla	尼日利亞
lyle	中文版
lyman	論說文
lymph	淋巴
lymphatic	淋巴
lymphocyte	淋巴細胞
lymphoma	淋巴瘤
lynn	中出鯽鯡
lynx	猞猁
lyon	裡昂
lyric	歌詞
lyrics	歌詞
lysosome	溶脢體
na	阿曼
nadir	最低谷
nag	多量
nahum	納鴻
nail	指甲
naive	天真
naked	無遮蓋
name	名字
named	名叫
nameless	無名
namely	即由
nameplate	報頭
namibia	納米比亞
naming	命名
namsan	南山
nanchang	南昌市
nancy	南希
nanling	南嶺
nanniwan	南泥灣
nanny	保姆
nanometer	納米
nanosatellite	納星
nanotechnology	納米技術
nantong	南通市
nanzhao	南詔
nap	小睡
nape	脖頸兒
napkin	小毛巾
naples	那不勒斯
narcissism	自戀
narcissus	水仙
narcotic	麻醉藥
narcotics	毒品
narrate	聲說
narrative	故事
narrator	口白
narrow	心胸狹隘
narrowly	險些
narrowminded	小心眼兒
nasa	國家宇航和太空署
nasdaq	納指
nash	納什
nasosinusitis	鼻淵
nastiness	噁
nasty	討厭
nathaniel	納塔乃耳
nation	國家
national	對內
nationalism	民族主義
nationality	國籍
nationalization	國有化
nationalize	公有化
nationalized	國有
nationbuilding	建國
nationwide	全國
native	人氏
nato	北約
natural	天生
naturalization	歸化
naturally	那是
nature	大自然
naughty	調皮
nausea	惡心
nauseated	惡
nauseating	惡心
nautilus	鸚鵡螺
navel	肚臍
navigate	航行
navigation	導航
navigator	航海者
navy	海軍
nazareth	納匝肋
nazi	印銀紙
nazis	納粹份子
near	比鄰
nearby	在附近
nearly	將近
nearsighted	近視
neat	整齊
neatly	整潔
nebraska	內布拉斯加
nebula	星雲
nebulizer	噴霧器
nec	預演
necessarily	一定
necessary	不可或缺
necessity	必要性
neck	頸項
neckcloth	領巾
neckerchief	領巾
necklace	項鍊
neckornament	珞
necrophilia	奸尸
necrosis	壞死
nectar	花蜜
nectarine	油桃
ned	荷蘭
need	要有
needle	指針
needless	不必要
needlework	女工
needs	需要
needy	有需要
nefarious	邪
negate	否定
negative	否定
neglect	落空
negligence	疏略
negligent	不在意
negligible	不重要
negotiate	交涉
negotiation	談判
negotiations	磋商
neigh	嘶
neighbor	比鄰
neighborhood	小區
neighboring	附近
neighbour	鄰近
neither	也不
nemesis	克星
neoclassicism	新古典主義
neocolonialism	新殖民主義
neocolonialization	新殖民化
neolithic	新石器
neonate	新生兒
nepal	尼泊爾
nephew	姪子
nephrite	和田玉
nephritis	腎炎
neptune	海神
nerve	神經
nerves	膽子
nervous	神經過敏
nervousness	神經質
nest	營巢
nesting	套疊
nestle	依偎
net	解酒藥
netease	網易
netherlands	荷蘭
netlike	絡
netscape	網景
nettle	蕁麻
network	網路
neural	神經性
neurobiology	神經生物學
neurofibril	神經纖維
neurofibroma	神經纖維瘤
neuroglia	神經膠質
neurolemmocyte	許旺細胞
neurological	神經性
neurology	神經學
neuron	神經原
neuropathy	神經病
neurosurgery	神經外科
neurotic	心重
neurotoxin	神經毒素
neutral	中性
neutrality	中立性
neutralize	中和
neutrino	中微子
neutron	中子
nevada	內華達
never	從不
neverending	永無止境
nevertheless	還是
new	新興
newbie	菜鳥
newborn	新生
newcastle	紐卡素
newest	最新
newfoundland	紐芬蘭
newly	新近
newlyappointed	新任
news	時訊
newsgroup	新聞組
newsletter	簡訊
newspaper	報紙
newspapers	報章
newsprint	報紙
newsreader	新聞主播
newsreel	紀錄片
newsstand	報刊攤
newstyle	新式
newt	蠑螈
next	在此之後
nfc	樂富邨
nib	小冷溪
nibble	輕咬
nibbles	零嘴
nicaragua	尼加拉瓜
nice	可親
nicely	好好
niceties	細微末節
nichang	霓裳
niche	壁龕
nick	外祖父
nickel	五分美金
nickname	外號
nicotine	尼古丁
niece	姪女
nigeria	尼日利亞
night	黑夜
nightclub	夜總會
nightfall	黃昏
nightingale	夜鶯
nightly	每夜
